gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
entailment	( ( ( A guy ) ( performing ( ( a ( bicycle ( jump trick ) ) ) ( for ( an audience ) ) ) ) ) . )	( ( a guy ) ( is ( performing ( a ( bike trick ) ) ) ) )	(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG performing) (NP (NP (DT a) (NN bicycle) (NN jump) (NN trick)) (PP (IN for) (NP (DT an) (NN audience))))) (. .)))	(ROOT (S (NP (DT a) (NN guy)) (VP (VBZ is) (VP (VBG performing) (NP (DT a) (NN bike) (NN trick))))))	A guy performing a bicycle jump trick for an audience.	a guy is performing a bike trick	2914800692.jpg#2	2914800692.jpg#2r1e	entailment				
entailment	( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) )	( ( The woman ) ( ( is ( wearing ( a coat ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN coat)))) (. .)))	A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.	The woman is wearing a coat.	3178460509.jpg#0	3178460509.jpg#0r1e	entailment				
contradiction	( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) )	( ( The woman ) ( ( loves ( her ( blonde hair ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ loves) (NP (PRP$ her) (JJ blonde) (NN hair))) (. .)))	A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.	The woman loves her blonde hair.	3178460509.jpg#0	3178460509.jpg#0r1c	contradiction				
neutral	( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) )	( ( The woman ) ( ( is ( ( guarding herself ) ( from ( the snow ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG guarding) (NP (PRP herself)) (PP (IN from) (NP (DT the) (NN snow))))) (. .)))	A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.	The woman is guarding herself from the snow.	3178460509.jpg#0	3178460509.jpg#0r1n	neutral				
neutral	( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) )	( ( A ( ( brother and ) sister ) ) ( ( ( chase ( each other ) ) ( in ( a field ) ) ) . ) )	(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (S (NP (DT A) (NN brother) (CC and) (NN sister)) (VP (VB chase) (NP (DT each) (JJ other)) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	Two children play outside in a field.	A brother and sister chase each other in a field.	3827316480.jpg#4	3827316480.jpg#4r1n	neutral				
entailment	( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) )	( Kids ( ( are ( playing outdoors ) ) . ) )	(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (S (NP (NNP Kids)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outdoors)))) (. .)))	Two children play outside in a field.	Kids are playing outdoors.	3827316480.jpg#4	3827316480.jpg#4r1e	entailment				
contradiction	( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) )	( ( Two children ) ( ( are ( reading ( at ( their desks ) ) ) ) . ) )	(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP are) (VP (VBG reading) (PP (IN at) (NP (PRP$ their) (NNS desks))))) (. .)))	Two children play outside in a field.	Two children are reading at their desks.	3827316480.jpg#4	3827316480.jpg#4r1c	contradiction				
contradiction	( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )	( ( A man ) ( ( runs outside ) . ) )	(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ runs) (ADVP (RB outside))) (. .)))	One man sits inside and plays the banjo, there are trees behind him outside.	A man runs outside.	138043357.jpg#0	138043357.jpg#0r1c	contradiction				
entailment	( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )	( ( ( A male ) ( sitting indoors ) ) . )	(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))	(ROOT (NP (NP (DT A) (NN male)) (VP (VBG sitting) (ADVP (RB indoors))) (. .)))	One man sits inside and plays the banjo, there are trees behind him outside.	A male sitting indoors.	138043357.jpg#0	138043357.jpg#0r1e	entailment				
neutral	( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )	( ( A male ) ( ( ( plays ( a banjo ) ) ( while ( sitting ( on ( a sofa ) ) ) ) ) . ) )	(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))	(ROOT (S (NP (DT A) (NN male)) (VP (VBZ plays) (NP (DT a) (NN banjo)) (PP (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN sofa))))))) (. .)))	One man sits inside and plays the banjo, there are trees behind him outside.	A male plays a banjo while sitting on a sofa.	138043357.jpg#0	138043357.jpg#0r1n	neutral	neutral	neutral	neutral	contradiction
contradiction	( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )	( ( Do n't ) ( play ( with rocks ) ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))	(ROOT (S (VP (VB Do) (RB n't) (VP (VB play) (PP (IN with) (NP (NNS rocks)))))))	Two children, in colorful outfits, playing in a field with a big rock in the middle.	Don't play with rocks	3827316480.jpg#1	3827316480.jpg#1r1c	contradiction				
entailment	( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )	( ( Two kids ) ( are ( playing ( with ( ( a ( big rock ) ) ( in ( the field ) ) ) ) ) ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS kids)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN field)))))))))	Two children, in colorful outfits, playing in a field with a big rock in the middle.	Two kids are playing with a big rock in the field	3827316480.jpg#1	3827316480.jpg#1r1e	entailment				
neutral	( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )	( ( Two kids ) ( are ( playing ( with ( ( a ( big rock ) ) ( in ( ( the field ) ( with family ) ) ) ) ) ) ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS kids)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (NP (DT the) (NN field)) (PP (IN with) (NP (NN family)))))))))))	Two children, in colorful outfits, playing in a field with a big rock in the middle.	Two kids are playing with a big rock in the field with family	3827316480.jpg#1	3827316480.jpg#1r1n	neutral	neutral	entailment	entailment	neutral
neutral	( ( Two ( young girls ) ) ( ( are ( ( playing outside ) ( in ( a ( non-urban environment ) ) ) ) ) . ) )	( ( Some girls ) ( ( are ( running ( through ( an ( open field ) ) ) ) ) . ) )	(ROOT (S (NP (CD Two) (JJ young) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (JJ non-urban) (NN environment))))) (. .)))	(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBG running) (PP (IN through) (NP (DT an) (JJ open) (NN field))))) (. .)))	Two young girls are playing outside in a non-urban environment.	Some girls are running through an open field.	3827316480.jpg#2	3827316480.jpg#2r1n	neutral				
entailment	( ( Two ( young girls ) ) ( ( are ( ( playing outside ) ( in ( a ( non-urban environment ) ) ) ) ) . ) )	( ( Two girls ) ( ( are ( playing outside ) ) . ) )	(ROOT (S (NP (CD Two) (JJ young) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (JJ non-urban) (NN environment))))) (. .)))	(ROOT (S (NP (CD Two) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)))) (. .)))	Two young girls are playing outside in a non-urban environment.	Two girls are playing outside.	3827316480.jpg#2	3827316480.jpg#2r1e	entailment				
contradiction	( ( Two ( young girls ) ) ( ( are ( ( playing outside ) ( in ( a ( non-urban environment ) ) ) ) ) . ) )	( ( Some girls ) ( ( are ( running ( ( ( ( on ( the sidewalk ) ) , ) next ) ( to ( some ( parked cars ) ) ) ) ) ) . ) )	(ROOT (S (NP (CD Two) (JJ young) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (JJ non-urban) (NN environment))))) (. .)))	(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBG running) (PP (PP (IN on) (NP (DT the) (NN sidewalk))) (, ,) (RB next) (PP (TO to) (NP (DT some) (VBN parked) (NNS cars)))))) (. .)))	Two young girls are playing outside in a non-urban environment.	Some girls are running on the sidewalk, next to some parked cars.	3827316480.jpg#2	3827316480.jpg#2r1c	contradiction				
contradiction	( ( ( Two children ) ( in hats ) ) ( ( play ( in ( an ( open ( , ( rocky field ) ) ) ) ) ) . ) )	( ( The children ) ( ( ( are ( at home ) ) ( eating lunch ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (PP (IN in) (NP (NNS hats)))) (VP (VBP play) (PP (IN in) (NP (DT an) (JJ open) (, ,) (JJ rocky) (NN field)))) (. .)))	(ROOT (S (NP (DT The) (NNS children)) (VP (VBP are) (ADVP (IN at) (NN home)) (VP (VBG eating) (NP (NN lunch)))) (. .)))	Two children in hats play in an open, rocky field.	The children are at home eating lunch.	3827316480.jpg#3	3827316480.jpg#3r1c	contradiction				
entailment	( ( ( Two children ) ( in hats ) ) ( ( play ( in ( an ( open ( , ( rocky field ) ) ) ) ) ) . ) )	( ( The children ) ( ( are ( playing ( in ( a ( rocky field ) ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (PP (IN in) (NP (NNS hats)))) (VP (VBP play) (PP (IN in) (NP (DT an) (JJ open) (, ,) (JJ rocky) (NN field)))) (. .)))	(ROOT (S (NP (DT The) (NNS children)) (VP (VBP are) (VP (VBG playing) (PP (IN in) (NP (DT a) (JJ rocky) (NN field))))) (. .)))	Two children in hats play in an open, rocky field.	The children are playing in a rocky field.	3827316480.jpg#3	3827316480.jpg#3r1e	entailment				
neutral	( ( ( Two children ) ( in hats ) ) ( ( play ( in ( an ( open ( , ( rocky field ) ) ) ) ) ) . ) )	( ( The children ) ( ( are ( playing catch ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS children)) (PP (IN in) (NP (NNS hats)))) (VP (VBP play) (PP (IN in) (NP (DT an) (JJ open) (, ,) (JJ rocky) (NN field)))) (. .)))	(ROOT (S (NP (DT The) (NNS children)) (VP (VBP are) (VP (VBG playing) (NP (VB catch)))) (. .)))	Two children in hats play in an open, rocky field.	The children are playing catch.	3827316480.jpg#3	3827316480.jpg#3r1n	neutral	neutral	neutral	neutral	neutral
neutral	( ( ( A woman ) ( wearing ( a ( ( ( green and ) pink ) dress ) ) ) ) ( ( is ( ( dancing ( with someone ) ) ( ( wearing ( a ( blue top ) ) ) ( with ( white pants ) ) ) ) ) . ) )	( ( The ( dancing woman ) ) ( ( is ( on ( the grass ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ green) (CC and) (JJ pink)) (NN dress)))) (VP (VBZ is) (VP (VBG dancing) (PP (IN with) (NP (NN someone))) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN top)) (PP (IN with) (NP (JJ white) (NNS pants))))))) (. .)))	(ROOT (S (NP (DT The) (VBG dancing) (NN woman)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN grass)))) (. .)))	A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.	The dancing woman is on the grass.	5728470160.jpg#1	5728470160.jpg#1r1n	neutral				
entailment	( ( ( A woman ) ( wearing ( a ( ( ( green and ) pink ) dress ) ) ) ) ( ( is ( ( dancing ( with someone ) ) ( ( wearing ( a ( blue top ) ) ) ( with ( white pants ) ) ) ) ) . ) )	( ( ( The woman ) ( in ( ( green and ) pink ) ) ) ( ( is dancing ) . ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ green) (CC and) (JJ pink)) (NN dress)))) (VP (VBZ is) (VP (VBG dancing) (PP (IN with) (NP (NN someone))) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN top)) (PP (IN with) (NP (JJ white) (NNS pants))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN woman)) (PP (IN in) (ADJP (JJ green) (CC and) (JJ pink)))) (VP (VBZ is) (VP (VBG dancing))) (. .)))	A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.	The woman in green and pink is dancing.	5728470160.jpg#1	5728470160.jpg#1r1e	entailment				
contradiction	( ( ( A woman ) ( wearing ( a ( ( ( green and ) pink ) dress ) ) ) ) ( ( is ( ( dancing ( with someone ) ) ( ( wearing ( a ( blue top ) ) ) ( with ( white pants ) ) ) ) ) . ) )	( ( The ( dancing woman ) ) ( ( ( is alone ) ( in ( her bedroom ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ green) (CC and) (JJ pink)) (NN dress)))) (VP (VBZ is) (VP (VBG dancing) (PP (IN with) (NP (NN someone))) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN top)) (PP (IN with) (NP (JJ white) (NNS pants))))))) (. .)))	(ROOT (S (NP (DT The) (VBG dancing) (NN woman)) (VP (VBZ is) (ADVP (RB alone)) (PP (IN in) (NP (PRP$ her) (NN bedroom)))) (. .)))	A woman wearing a green and pink dress is dancing with someone wearing a blue top with white pants.	The dancing woman is alone in her bedroom.	5728470160.jpg#1	5728470160.jpg#1r1c	contradiction				
entailment	( ( ( Man ( in ( gold pants ) ) ) ( looking ( at ( the camera ) ) ) ) . )	( ( Man ( looking ( at ( the camera ) ) ) ) . )	(ROOT (NP (NP (NP (NNP Man)) (PP (IN in) (NP (JJ gold) (NNS pants)))) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (NP (NP (NNP Man)) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	Man in gold pants looking at the camera.	Man looking at the camera.	471667964.jpg#4	471667964.jpg#4r1e	entailment				
neutral	( ( ( Man ( in ( gold pants ) ) ) ( looking ( at ( the camera ) ) ) ) . )	( ( Man ( looking ( at something ) ) ) . )	(ROOT (NP (NP (NP (NNP Man)) (PP (IN in) (NP (JJ gold) (NNS pants)))) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (NP (NP (NNP Man)) (VP (VBG looking) (PP (IN at) (NP (NN something)))) (. .)))	Man in gold pants looking at the camera.	Man looking at something.	471667964.jpg#4	471667964.jpg#4r1n	neutral				
contradiction	( ( ( Man ( in ( gold pants ) ) ) ( looking ( at ( the camera ) ) ) ) . )	( Man ( ( is ( ( walking away ) ( to ( the hall ) ) ) ) . ) )	(ROOT (NP (NP (NP (NNP Man)) (PP (IN in) (NP (JJ gold) (NNS pants)))) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (S (NP (NNP Man)) (VP (VBZ is) (VP (VBG walking) (ADVP (RB away)) (PP (TO to) (NP (DT the) (NN hall))))) (. .)))	Man in gold pants looking at the camera.	Man is walking away to the hall.	471667964.jpg#4	471667964.jpg#4r1c	contradiction				
entailment	( ( ( A man ) ( in ( a ( gold skirt ) ) ) ) ( ( sits ( in ( front ( of ( the computer ) ) ) ) ) . ) )	( ( ( ( A man ) ( in ( a ( gold skirt ) ) ) ) ( ( sitting ( at ( his computer ) ) ) ( watching ( the ( computer screen ) ) ) ) ) . )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ gold) (NN skirt)))) (VP (VBZ sits) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN computer)))))) (. .)))	(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ gold) (NN skirt)))) (VP (VBG sitting) (PP (IN at) (NP (PRP$ his) (NN computer))) (S (VP (VBG watching) (NP (DT the) (NN computer) (NN screen))))) (. .)))	A man in a gold skirt sits in front of the computer.	A man in a gold skirt sitting at his computer watching the computer screen.	471667964.jpg#3	471667964.jpg#3r1e	entailment				
neutral	( ( ( A man ) ( in ( a ( gold skirt ) ) ) ) ( ( sits ( in ( front ( of ( the computer ) ) ) ) ) . ) )	( ( ( A man ) ( in ( ( a ( golf skirt ) ) ( ( sitting ( at ( his ( computer typing ) ) ) ) ( to ( his friends ) ) ) ) ) ) ( online . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ gold) (NN skirt)))) (VP (VBZ sits) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN computer)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (DT a) (NN golf) (NN skirt)) (VP (VBG sitting) (PP (IN at) (NP (PRP$ his) (NN computer) (NN typing))) (PP (TO to) (NP (PRP$ his) (NNS friends))))))) (VP (VBD online)) (. .)))	A man in a gold skirt sits in front of the computer.	A man in a golf skirt sitting at his computer typing to his friends online.	471667964.jpg#3	471667964.jpg#3r1n	neutral	neutral	neutral	neutral	neutral
contradiction	( ( ( A man ) ( in ( a ( gold skirt ) ) ) ) ( ( sits ( in ( front ( of ( the computer ) ) ) ) ) . ) )	( ( ( ( A man ) ( in ( blue pants ) ) ) ( ( ( sitting and ) watching ) ( the television ) ) ) . )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ gold) (NN skirt)))) (VP (VBZ sits) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN computer)))))) (. .)))	(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN in) (NP (JJ blue) (NNS pants)))) (VP (VBG sitting) (CC and) (VBG watching) (NP (DT the) (NN television))) (. .)))	A man in a gold skirt sits in front of the computer.	A man in blue pants sitting and watching the television.	471667964.jpg#3	471667964.jpg#3r1c	contradiction				
entailment	( ( Man ( wearing ( ( black t-shirt ) ( sitting ( at ( a ( computer desk ) ) ) ) ) ) ) . )	( ( the man ) ( is ( working ( on ( the computer ) ) ) ) )	(ROOT (NP (NP (NNP Man)) (VP (VBG wearing) (NP (NP (JJ black) (NN t-shirt)) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN computer) (NN desk)))))) (. .)))	(ROOT (S (NP (DT the) (NN man)) (VP (VBZ is) (VP (VBG working) (PP (IN on) (NP (DT the) (NN computer)))))))	Man wearing black t-shirt sitting at a computer desk.	the man is working on the computer	471667964.jpg#2	471667964.jpg#2r1e	entailment	entailment	neutral	neutral	entailment
contradiction	( ( Man ( wearing ( ( black t-shirt ) ( sitting ( at ( a ( computer desk ) ) ) ) ) ) ) . )	( ( the man ) ( ( ( ( called off ) work ) and ) ( ( was ( at ( the zoo ) ) ) ( all day ) ) ) )	(ROOT (NP (NP (NNP Man)) (VP (VBG wearing) (NP (NP (JJ black) (NN t-shirt)) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN computer) (NN desk)))))) (. .)))	(ROOT (S (NP (DT the) (NN man)) (VP (VP (VBD called) (PRT (RP off)) (NP (NN work))) (CC and) (VP (VBD was) (PP (IN at) (NP (DT the) (NN zoo))) (NP (DT all) (NN day))))))	Man wearing black t-shirt sitting at a computer desk.	the man called off work and was at the zoo all day	471667964.jpg#2	471667964.jpg#2r1c	contradiction				
neutral	( ( Man ( wearing ( ( black t-shirt ) ( sitting ( at ( a ( computer desk ) ) ) ) ) ) ) . )	( ( the man ) ( is ( doing ( ( a project ) ( for work ) ) ) ) )	(ROOT (NP (NP (NNP Man)) (VP (VBG wearing) (NP (NP (JJ black) (NN t-shirt)) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN computer) (NN desk)))))) (. .)))	(ROOT (S (NP (DT the) (NN man)) (VP (VBZ is) (VP (VBG doing) (NP (NP (DT a) (NN project)) (PP (IN for) (NP (NN work))))))))	Man wearing black t-shirt sitting at a computer desk.	the man is doing a project for work	471667964.jpg#2	471667964.jpg#2r1n	neutral				
