index	question	sentence	label
672	From which country was lapis lazuli imported?	Beyond a painter's retainer, patrons were expected to purchase any gold or lapis lazuli to be used in the painting.	not_entailment
673	What is race a factor of for the ethnically diverse people of China?	The study showed that the race concept was widely used among Chinese anthropologists.	not_entailment
674	Which sediements in the US are an indication of the break up of Pangaea?	Because of the limited shoreline of one super-continental mass, Triassic marine deposits are globally relatively rare; despite their prominence in Western Europe, where the Triassic was first studied.	not_entailment
675	What were ottoman irregular sharpshooters known as?	Irregular sharpshooters (Sekban) were also recruited, and on demobilization turned to brigandage in the Jelali revolts (1595–1610), which engendered widespread anarchy in Anatolia in the late 16th and early 17th centuries.	entailment
676	When is Children's Day?	On Children's Day, June 1, 2008, many parents went to the rubble of schools to mourn for their children.	entailment
677	Do all antibiotics interact dangerously with alcohol?	Interactions between alcohol and certain antibiotics may occur and may cause side-effects and decreased effectiveness of antibiotic therapy.	not_entailment
678	What is the total number of possible sRGB colors?	So that the maximum number of colors can be accurately reproduced on your computer screen, each color has been given a code number, or sRGB, which tells your computer the intensity of the red, green and blue components of that color.	not_entailment
679	When was the Golf Club of Punta Carretas founded?	The Golf Club of Punta Carretas was founded in 1894 covers all the area encircled by the west side of Bulevar Artigas, the Rambla (Montevideo's promenade) and the Parque Rodó (Fun Fair).	entailment
680	Which port is Galicia's most important?	The most important Galician fishing port is the Port of Vigo; It is one of the world's leading fishing ports, second only to Tokyo, with an annual catch worth 1,500 million euros.	entailment
681	Who designed the Palacio Salvo?	Palacio Salvo was originally intended to function as a hotel but is now a mixture of offices and private residences.	not_entailment
682	How can low frequencies be obtained?	Many railways chose low AC frequencies to overcome these problems.	not_entailment
683	How much was the median family income according to the American Community Survey?	$2,354) and the median family income was $35,488 (+/-	entailment
684	What determines how deep a tester will go during regression?	The depth of testing depends on the phase in the release process and the risk of the added features.	entailment
685	The sanctiy of human life is known as what?	Examples of Halakhic Meta-Principles are: "Deracheha Darchei Noam" - the ways of Torah are pleasant, "Kavod Habriyot" - basic respect for human beings, "Pikuach Nefesh" - the sanctity of human life.	entailment
686	What is another name for the BeiDou Navigation Satellite System?	It is planned to begin serving global customers upon its completion in 2020.	not_entailment
687	When was this deciding battle fought?	President Washington dispatched a newly trained army to the region, which decisively defeated the Indian confederacy at the Battle of Fallen Timbers in 1794.	entailment
688	Who operates these lines?	In addition, the Paris region is served by a light rail network of nine lines, the tramway: Line T1 runs from Asnières-Gennevilliers to Noisy-le-Sec, line T2 runs from Pont de Bezons to Porte de Versailles, line T3a runs from Pont du Garigliano to Porte de Vincennes, line T3b runs from Porte de Vincennes to Porte de la Chapelle, line T5 runs from Saint-Denis to Garges-Sarcelles, line T6 runs from Châtillon to Velizy, line T7 runs from Villejuif to Athis-Mons, line T8 runs from Saint-Denis to Épinay-sur-Seine and Villetaneuse, all of which are operated by the Régie Autonome des Transports Parisiens, and line T4 runs from Bondy RER to Aulnay-sous-Bois, which is operated by the state rail carrier SNCF.	entailment
689	Who owned the building at 29 East 32nd Street between 1890 and 1917?	The former Hotel Pierrepont was located at 43 West 32nd Street, The Continental NYC tower is at the corner of Sixth Avenue and 32nd Street.	not_entailment
690	Which president had the most completed Recovery Plans during their administration?	The FWS has a policy specifying completion within three years of the species being listed, but the average time to completion is approximately six years.	not_entailment
